Re,eta_classical,eta_uft
1066733.937734857,0.00980929690095713,0.00980929690095713
1086606.1138545957,0.009674440447802857,0.009674440447802857
1106848.488549412,0.00954143797696157,0.00954143797696157
1127467.9582449473,0.009410264000217211,0.009410264000217211
1148471.547840289,0.00928089337976114,0.00928089337976114
1169866.4131013057,0.00915330132337477,0.00915330132337477
1191659.8430985587,0.009027463379678488,0.009027463379678488
1213859.2626906289,0.00890335543344588,0.00890335543344588
1236472.235053715,0.008780953700982344,0.008780953700982344
1259506.4642583565,0.008660234725567213,0.008660234725567213
1282969.7978941475,0.008541175372958605,0.008541175372958605
1306870.2297433477,0.008423752826960066,0.008423752826960066
1331215.9025043077,0.008307944585048124,0.008307944585048124
1356015.1105656319,0.008193728454059926,0.008193728454059926
1381276.3028320095,0.008081082545940244,0.008081082545940244
1407008.0856026865,0.00796998527354693,0.00796998527354693
1433219.225503574,0.007860415346513988,0.007860415346513988
1459918.652473977,0.007752351767171532,0.007752351767171532
1487115.4628089538,0.007645773826521869,0.007645773826521869
1514818.9222583473,0.007540661100270916,0.007540661100270916
1543038.4691835647,0.007436993444914117,0.007436993444914117
1571783.7177731611,0.00733475099387618,0.00733475099387618
1601064.4613183178,0.007233914153703923,0.007233914153703923
1630890.6755493341,0.007134463600311465,0.007134463600311465
1661272.522034293,0.007036380275276986,0.007036380275276986
1692220.3516410356,0.006939645382190413,0.006939645382190413
1723744.70806362,0.0068442403830513395,0.0068442403830513395
1755856.3314144707,0.006750146994716484,0.006750146994716484
1788566.1618834618,0.006657347185395939,0.006657347185395939
1821885.3434651652,0.006565823171197583,0.006565823171197583
1855825.2277555189,0.0064755574127190576,0.0064755574127190576
1890397.3778192196,0.006386532611686585,0.006386532611686585
1925613.5721291946,0.006298731707639924,0.006298731707639924
1961485.8085794293,0.006212137874662977,0.006212137874662977
1998026.3085725508,0.006126734518159339,0.006126734518159339
2035247.5211835757,0.006042505271672141,0.006042505271672141
2073162.127401227,0.005959433993747604,0.005959433993747604
2111783.044448242,0.0058775047648417615,0.0058775047648417615
2151123.4301821673,0.0057967018842696935,0.0057967018842696935
2191196.6875781473,0.005717009867196684,0.005717009867196684
2232016.46929523,0.005638413441670721,0.005638413441670721
2273596.682327715,0.005560897545695855,0.005560897545695855
2315951.4927431545,0.005484447324345765,0.005484447324345765
2359095.330508634,0.005409048126916992,0.005409048126916992
2403042.8944069645,0.005334685504121303,0.005334685504121303
2447809.15704444,0.005261345205316686,0.005261345205316686
2493409.3699518805,0.005189013175776414,0.005189013175776414
2539859.068780724,0.00511767555399562,0.00511767555399562
2587174.0785959186,0.0050473186690349016,0.0050473186690349016
2635370.5192673933,0.004977929037900477,0.004977929037900477
2684464.8109619655,0.00490949336296036,0.00490949336296036
2734473.67973758,0.004841998529396022,0.004841998529396022
2785414.163241763,0.004775431602689089,0.004775431602689089
2837303.6165162115,0.0047097798261426255,0.0047097798261426255
2890159.7179095116,0.004645030618436492,0.004645030618436492
2944000.475100034,0.004581171571216274,0.004581171571216274
2998844.2312310245,0.004518190446715381,0.004518190446715381
3054709.6711599682,0.004456075175409833,0.004456075175409833
3111615.827824363,0.0043948138537053165,0.0043948138537053165
3169582.088726115,0.004334394741655998,0.004334394741655998
3228628.202536727,0.004274806260714695,0.004274806260714695
3288774.28582551,0.004216036991514018,0.004216036991514018
3350040.829913136,0.004158075671677998,0.004158075671677998
3412448.7078528893,0.004100911193663793,0.004100911193663793
3476019.181541974,0.0040445326026330546,0.0040445326026330546
3540773.9089652696,0.003988929094352583,0.003988929094352583
3606734.9515740317,0.00393409001312385,0.00393409001312385
3673924.781802074,0.003880004849740962,0.003880004849740962
3742366.290721977,0.003826663239476684,0.003826663239476684
3812082.795843888,0.003774054960096194,0.003774054960096194
3883098.049059609,0.0037221699298981316,0.0037221699298981316
3955436.2447347017,0.0036709982057825555,0.0036709982057825555
4029122.027951344,0.003620529981345468,0.003620529981345468
4104180.502904709,0.003570755584999551,0.003570755584999551
4180637.241455762,0.003521665478120747,0.003521665478120747
4258518.291843414,0.0034732502532202887,0.0034732502532202887
4337850.187558984,0.0034255006321418638,0.0034255006321418638
4418659.956385941,0.00337840746428359,0.00337840746428359
4500975.129608051,0.0033319617248444254,0.0033319617248444254
